timestamp,machine_id,temperature,vibration,pressure,rpm,failure_within_days,polish_rod_load,tubing_pressure,casing_pressure,pump_fillage,stroke_spm,production_bbl
2026-01-01 18:00:00,WELL-01,62.74,2.263,181.58,422.4,21,14663.0,181.6,96.2,92.1,8.52,48.14
2026-01-01 19:00:00,WELL-01,63.93,2.463,187.41,430.2,19,14844.0,187.4,99.2,94.0,8.67,49.58
2026-01-01 20:00:00,WELL-01,62.6,2.242,180.6,421.1,19,14647.0,180.6,95.8,91.7,8.5,47.87
2026-01-01 21:00:00,WELL-01,62.26,2.202,178.8,418.7,20,14599.0,178.8,94.9,91.1,8.45,47.4
2026-01-01 22:00:00,WELL-01,62.84,2.286,181.56,422.4,19,14688.0,181.6,96.3,92.0,8.52,48.08
2026-01-01 23:00:00,WELL-01,61.77,2.297,176.11,415.2,17,14531.0,176.1,93.6,90.1,8.38,46.7
2026-01-02 00:00:00,WELL-01,62.79,2.283,181.08,421.8,18,14687.0,181.1,96.1,91.7,8.5,47.93
2026-01-02 01:00:00,WELL-01,62.91,2.305,181.56,422.5,20,16081.0,181.6,96.4,78.1,8.52,48.03
2026-01-02 02:00:00,WELL-01,63.1,2.339,182.4,423.6,21,14739.0,182.4,96.8,92.1,8.54,48.23
2026-01-02 03:00:00,WELL-01,63.59,2.422,184.72,426.7,17,14815.0,184.7,98.0,92.9,8.59,48.79
2026-01-02 04:00:00,WELL-01,61.63,2.355,174.82,413.5,19,14525.0,174.8,93.1,89.6,8.34,46.31
2026-01-02 05:00:00,WELL-01,63.56,2.422,184.35,426.3,20,14817.0,184.4,97.9,92.7,8.58,48.67
2026-01-02 06:00:00,WELL-01,60.76,2.514,170.22,407.4,21,14400.0,170.2,90.8,88.0,8.23,45.13
2026-01-02 07:00:00,WELL-01,63.54,2.423,184.01,425.8,21,14820.0,184.0,97.7,92.5,8.57,48.56
2026-01-02 08:00:00,WELL-01,63.82,2.473,185.31,427.6,19,14865.0,185.3,98.4,92.9,8.6,48.87
2026-01-02 09:00:00,WELL-01,62.86,2.313,180.35,421.0,18,14723.0,180.3,96.0,91.3,8.48,47.62
2026-01-02 10:00:00,WELL-01,62.62,2.276,179.06,419.3,19,14690.0,179.1,95.3,90.8,8.44,47.28
2026-01-02 11:00:00,WELL-01,65.77,2.803,194.66,440.1,21,15165.0,194.7,103.2,96.0,8.83,51.16
2026-01-02 12:00:00,WELL-01,61.33,2.46,172.39,410.4,19,14503.0,172.4,92.1,88.5,8.28,45.58
2026-01-02 13:00:00,WELL-01,61.83,2.384,174.74,413.6,17,14580.0,174.7,93.3,89.3,8.33,46.16
2026-01-02 14:00:00,WELL-01,62.09,2.347,175.95,415.2,21,14623.0,175.9,93.9,89.7,8.36,46.44
2026-01-02 15:00:00,WELL-01,62.33,2.314,177.02,416.6,21,14661.0,177.0,94.4,90.0,8.39,46.7
2026-01-02 16:00:00,WELL-01,63.29,2.4,181.67,422.9,20,14807.0,181.7,96.8,91.5,8.5,47.85
2026-01-02 17:00:00,WELL-01,63.67,2.466,183.48,425.3,17,14868.0,183.5,97.7,92.1,8.55,48.28
2026-01-02 18:00:00,WELL-01,62.63,2.295,178.15,418.2,19,14715.0,178.2,95.1,90.3,8.41,46.94
2026-01-02 19:00:00,WELL-01,63.87,2.503,184.21,426.3,17,14903.0,184.2,98.1,92.3,8.56,48.44
2026-01-02 20:00:00,WELL-01,64.36,2.587,186.54,429.4,18,14979.0,186.5,99.3,93.0,8.62,49.01
2026-01-02 21:00:00,WELL-01,62.28,2.363,176.06,415.5,17,14671.0,176.1,94.1,89.5,8.36,46.37
2026-01-02 22:00:00,WELL-01,61.65,2.475,172.79,411.1,19,14579.0,172.8,92.5,88.4,8.28,45.54
2026-01-02 23:00:00,WELL-01,62.56,2.331,177.21,417.0,19,14719.0,177.2,94.7,89.9,8.39,46.63
2026-01-03 00:00:00,WELL-01,63.42,2.44,181.4,422.6,18,14851.0,181.4,96.8,91.2,8.49,47.66
2026-01-03 01:00:00,WELL-01,63.85,2.513,183.4,425.3,20,14917.0,183.4,97.9,91.9,8.54,48.15
2026-01-03 02:00:00,WELL-01,64.48,2.62,186.44,429.4,19,15015.0,186.4,99.4,92.9,8.61,48.9
2026-01-03 03:00:00,WELL-01,60.94,2.629,168.62,405.6,19,14486.0,168.6,90.5,86.9,8.17,44.43
2026-01-03 04:00:00,WELL-01,60.81,2.657,167.86,404.6,20,14470.0,167.9,90.2,86.6,8.15,44.22
2026-01-03 05:00:00,WELL-01,62.95,2.371,178.42,418.7,18,14793.0,178.4,95.5,90.1,8.41,46.85
2026-01-03 06:00:00,WELL-01,63.18,2.412,179.45,420.1,20,14831.0,179.5,96.0,90.4,8.43,47.09
2026-01-03 07:00:00,WELL-01,63.43,2.457,180.62,421.7,19,16066.0,180.6,96.6,81.4,8.46,47.37
2026-01-03 08:00:00,WELL-01,61.9,2.503,172.83,411.3,17,14645.0,172.8,92.7,88.2,8.27,45.41
2026-01-03 09:00:00,WELL-01,64.06,2.566,183.53,425.6,16,14972.0,183.5,98.1,91.7,8.53,48.07
2026-01-03 10:00:00,WELL-01,63.83,2.529,182.23,423.9,19,14940.0,182.2,97.5,91.2,8.5,47.73
2026-01-03 11:00:00,WELL-01,60.31,2.789,164.54,400.3,16,14416.0,164.5,88.7,85.3,8.06,43.29
2026-01-03 12:00:00,WELL-01,64.37,2.624,184.71,427.2,20,15027.0,184.7,98.8,92.0,8.56,48.32
2026-01-03 13:00:00,WELL-01,62.44,2.447,174.96,414.3,19,14741.0,175.0,93.9,88.7,8.32,45.87
2026-01-03 14:00:00,WELL-01,62.44,2.454,174.83,414.1,16,14743.0,174.8,93.9,88.7,8.31,45.82
2026-01-03 15:00:00,WELL-01,62.89,2.387,176.95,416.9,20,14813.0,176.9,95.0,89.4,8.36,46.34
2026-01-03 16:00:00,WELL-01,64.38,2.633,184.27,426.7,17,15039.0,184.3,98.7,91.8,8.55,48.15
2026-01-03 17:00:00,WELL-01,62.59,2.45,175.23,414.7,18,14775.0,175.2,94.2,88.7,8.32,45.88
2026-01-03 18:00:00,WELL-01,62.94,2.399,176.83,416.8,19,14829.0,176.8,95.0,89.2,8.36,46.26
2026-01-03 19:00:00,WELL-01,62.85,2.421,176.26,416.1,19,14819.0,176.3,94.7,89.0,8.34,46.11
2026-01-03 20:00:00,WELL-01,61.5,2.653,169.39,406.9,20,14619.0,169.4,91.3,86.7,8.17,44.38
2026-01-03 21:00:00,WELL-01,62.71,2.458,175.33,414.9,16,14803.0,175.3,94.3,88.7,8.32,45.85
2026-01-03 22:00:00,WELL-01,64.66,2.694,184.98,427.7,16,15099.0,185.0,99.2,91.9,8.56,48.24
2026-01-03 23:00:00,WELL-01,61.63,2.652,169.71,407.4,17,14648.0,169.7,91.5,86.7,8.18,44.41
2026-01-04 00:00:00,WELL-01,64.68,2.701,184.83,427.6,20,15108.0,184.8,99.1,91.8,8.55,48.18
2026-01-04 01:00:00,WELL-01,64.3,2.64,182.8,424.9,20,15053.0,182.8,98.1,91.1,8.5,47.66
2026-01-04 02:00:00,WELL-01,59.78,2.981,160.08,394.6,18,14378.0,160.1,86.8,83.5,7.93,41.96
2026-01-04 03:00:00,WELL-01,63.59,2.525,179.0,419.9,20,14952.0,179.0,96.3,89.7,8.4,46.68
2026-01-04 04:00:00,WELL-01,62.8,2.491,174.96,414.5,17,14837.0,175.0,94.3,88.4,8.3,45.65
2026-01-04 05:00:00,WELL-01,62.53,2.543,173.5,412.6,20,14800.0,173.5,93.6,87.8,8.26,45.27
2026-01-04 06:00:00,WELL-01,62.24,2.598,171.93,410.5,18,14759.0,171.9,92.8,87.3,8.22,44.87
2026-01-04 07:00:00,WELL-01,62.88,2.498,175.01,414.6,18,14858.0,175.0,94.4,88.3,8.3,45.62
2026-01-04 08:00:00,WELL-01,62.15,2.627,171.23,409.6,19,14751.0,171.2,92.5,87.0,8.2,44.66
2026-01-04 09:00:00,WELL-01,65.03,2.779,185.51,428.6,16,15186.0,185.5,99.7,91.7,8.56,48.22
2026-01-04 10:00:00,WELL-01,64.07,2.621,180.59,422.1,18,15045.0,180.6,97.2,90.1,8.44,46.98
2026-01-04 11:00:00,WELL-01,62.43,2.601,172.27,411.0,19,14802.0,172.3,93.1,87.3,8.23,44.88
2026-01-04 12:00:00,WELL-01,63.82,2.583,179.08,420.1,17,15012.0,179.1,96.5,89.5,8.4,46.57
2026-01-04 13:00:00,WELL-01,63.5,2.533,177.4,417.9,17,14968.0,177.4,95.7,88.9,8.35,46.13
2026-01-04 14:00:00,WELL-01,63.69,2.566,178.22,419.0,16,14999.0,178.2,96.2,89.2,8.37,46.33
2026-01-04 15:00:00,WELL-01,62.37,2.638,171.51,410.1,20,14805.0,171.5,92.8,86.9,8.21,44.64
2026-01-04 16:00:00,WELL-01,62.33,2.652,171.19,409.6,20,14801.0,171.2,92.7,86.8,8.2,44.54
2026-01-04 17:00:00,WELL-01,64.46,2.701,181.71,423.7,16,16887.0,181.7,98.0,80.7,8.46,47.16
2026-01-04 18:00:00,WELL-01,62.74,2.598,173.0,412.1,16,14868.0,173.0,93.6,87.3,8.24,44.96
2026-01-04 19:00:00,WELL-01,63.5,2.545,176.66,417.0,19,15950.0,176.7,95.5,77.9,8.33,45.87
2026-01-04 20:00:00,WELL-01,63.27,2.523,175.41,415.3,15,14954.0,175.4,94.9,88.1,8.3,45.54
2026-01-04 21:00:00,WELL-01,62.12,2.722,169.53,407.5,18,14784.0,169.5,92.0,86.1,8.15,44.05
2026-01-04 22:00:00,WELL-01,62.15,2.724,169.57,407.6,17,14791.0,169.6,92.0,86.1,8.15,44.05
2026-01-04 23:00:00,WELL-01,63.74,2.594,177.39,418.0,16,15032.0,177.4,96.0,88.7,8.34,45.99
2026-01-05 00:00:00,WELL-01,65.02,2.808,183.65,426.4,16,15227.0,183.7,99.1,90.7,8.5,47.54
2026-01-05 01:00:00,WELL-01,63.55,2.566,176.18,416.5,18,15009.0,176.2,95.4,88.2,8.31,45.66
2026-01-05 02:00:00,WELL-01,63.03,2.605,173.48,412.9,17,14935.0,173.5,94.1,87.3,8.24,44.97
2026-01-05 03:00:00,WELL-01,62.0,2.784,168.21,405.8,17,14783.0,168.2,91.5,85.5,8.11,43.64
2026-01-05 04:00:00,WELL-01,64.26,2.69,179.38,420.8,15,15124.0,179.4,97.1,89.2,8.39,46.42
2026-01-05 05:00:00,WELL-01,64.89,2.798,182.42,424.8,15,15222.0,182.4,98.6,90.2,8.46,47.16
2026-01-05 06:00:00,WELL-01,63.77,2.613,176.69,417.2,18,15056.0,176.7,95.8,88.3,8.32,45.72
2026-01-05 07:00:00,WELL-01,62.43,2.74,169.88,408.1,19,14859.0,169.9,92.4,86.0,8.15,44.0
2026-01-05 08:00:00,WELL-01,62.58,2.721,170.52,409.0,17,14884.0,170.5,92.7,86.2,8.16,44.14
2026-01-05 09:00:00,WELL-01,61.97,2.83,167.35,404.8,17,14796.0,167.4,91.2,85.1,8.08,43.34
2026-01-05 10:00:00,WELL-01,62.45,2.756,169.64,407.9,15,14871.0,169.6,92.3,85.8,8.14,43.9
2026-01-05 11:00:00,WELL-01,64.03,2.668,177.44,418.3,18,15111.0,177.4,96.3,88.4,8.33,45.83
2026-01-05 12:00:00,WELL-01,64.3,2.715,178.64,419.9,16,15154.0,178.6,96.9,88.8,8.36,46.12
2026-01-05 13:00:00,WELL-01,64.09,2.682,177.48,418.4,16,15125.0,177.5,96.3,88.3,8.33,45.81
2026-01-05 14:00:00,WELL-01,61.05,3.017,162.17,398.0,19,14672.0,162.2,88.7,83.2,7.95,41.97
2026-01-05 15:00:00,WELL-01,61.83,2.894,165.94,403.0,19,14792.0,165.9,90.6,84.5,8.04,42.9
2026-01-05 16:00:00,WELL-01,64.31,2.725,178.22,419.4,16,15167.0,178.2,96.8,88.5,8.35,45.96
2026-01-05 17:00:00,WELL-01,63.28,2.666,172.97,412.4,19,16266.0,173.0,94.2,73.8,8.22,44.63
2026-01-05 18:00:00,WELL-01,62.75,2.762,170.19,408.7,16,14939.0,170.2,92.8,85.8,8.15,43.92
2026-01-05 19:00:00,WELL-01,63.59,2.628,174.28,414.2,17,15068.0,174.3,94.9,87.1,8.25,44.93
2026-01-05 20:00:00,WELL-01,64.96,2.842,181.0,423.2,16,15276.0,181.0,98.3,89.3,8.41,46.59
2026-01-05 21:00:00,WELL-01,62.33,2.853,167.71,405.5,15,14883.0,167.7,91.6,84.9,8.08,43.26
2026-01-05 22:00:00,WELL-01,63.91,2.671,175.5,415.9,15,16361.0,175.5,95.6,73.7,8.28,45.19
2026-01-05 23:00:00,WELL-01,62.15,2.897,166.56,404.0,16,15874.0,166.6,91.1,75.2,8.05,42.94
2026-01-06 00:00:00,WELL-01,60.33,3.207,157.38,391.7,15,14593.0,157.4,86.5,81.4,7.82,40.63
2026-01-06 01:00:00,WELL-01,63.2,2.735,171.62,410.7,18,15026.0,171.6,93.7,86.1,8.18,44.18
2026-01-06 02:00:00,WELL-01,63.04,2.768,170.69,409.5,16,15005.0,170.7,93.3,85.8,8.15,43.93
2026-01-06 03:00:00,WELL-01,62.33,2.895,166.99,404.6,18,14900.0,167.0,91.4,84.5,8.06,42.99
2026-01-06 04:00:00,WELL-01,63.78,2.662,174.13,414.1,19,15121.0,174.1,95.0,86.8,8.24,44.76
2026-01-06 05:00:00,WELL-01,65.4,2.934,182.12,424.8,18,15367.0,182.1,99.0,89.5,8.43,46.74
2026-01-06 06:00:00,WELL-01,65.62,2.973,183.09,426.1,17,15403.0,183.1,99.5,89.8,8.46,46.97
2026-01-06 07:00:00,WELL-01,63.97,2.701,174.74,415.0,15,15159.0,174.7,95.4,87.0,8.25,44.87
2026-01-06 08:00:00,WELL-01,67.29,3.255,191.19,437.0,18,15659.0,191.2,103.6,92.4,8.66,48.97
2026-01-06 09:00:00,WELL-01,64.76,2.836,178.43,420.0,17,15282.0,178.4,97.3,88.1,8.34,45.76
2026-01-06 10:00:00,WELL-01,62.33,2.942,166.19,403.7,18,14921.0,166.2,91.2,84.0,8.03,42.69
2026-01-06 11:00:00,WELL-01,63.12,2.818,170.01,408.8,16,15042.0,170.0,93.1,85.3,8.13,43.63
2026-01-06 12:00:00,WELL-01,64.14,2.74,175.0,415.4,18,15198.0,175.0,95.6,86.9,8.25,44.86
2026-01-06 13:00:00,WELL-01,63.19,2.821,170.1,408.9,16,15058.0,170.1,93.2,85.3,8.13,43.62
2026-01-06 14:00:00,WELL-01,65.26,2.93,180.34,422.6,18,15372.0,180.3,98.4,88.7,8.38,46.17
2026-01-06 15:00:00,WELL-01,63.83,2.727,173.1,412.9,14,15161.0,173.1,94.8,86.2,8.2,44.35
2026-01-06 16:00:00,WELL-01,63.74,2.749,172.5,412.2,16,15149.0,172.5,94.5,86.0,8.18,44.18
2026-01-06 17:00:00,WELL-01,63.45,2.804,170.94,410.1,16,15109.0,170.9,93.7,85.4,8.14,43.78
2026-01-06 18:00:00,WELL-01,62.08,3.039,163.98,400.8,16,14907.0,164.0,90.3,83.1,7.97,42.02
2026-01-06 19:00:00,WELL-01,62.55,2.968,166.2,403.8,18,14980.0,166.2,91.4,83.8,8.02,42.57
2026-01-06 20:00:00,WELL-01,64.21,2.769,174.41,414.8,14,15232.0,174.4,95.5,86.5,8.23,44.6
2026-01-06 21:00:00,WELL-01,64.29,2.783,174.65,415.1,17,15246.0,174.7,95.7,86.6,8.23,44.65
2026-01-06 22:00:00,WELL-01,63.63,2.809,171.24,410.6,17,15150.0,171.2,94.0,85.4,8.15,43.78
2026-01-06 23:00:00,WELL-01,65.79,3.037,181.9,424.8,16,15476.0,181.9,99.4,88.9,8.41,46.43
2026-01-07 00:00:00,WELL-01,62.91,2.943,167.4,405.5,16,15048.0,167.4,92.1,84.1,8.05,42.79
2026-01-07 01:00:00,WELL-01,65.68,3.024,181.14,423.8,16,15466.0,181.1,99.0,88.6,8.39,46.21
2026-01-07 02:00:00,WELL-01,63.07,2.93,167.97,406.3,16,15078.0,168.0,92.5,84.2,8.06,42.91
2026-01-07 03:00:00,WELL-01,64.11,2.766,173.03,413.0,17,15236.0,173.0,95.0,85.9,8.19,44.16
2026-01-07 04:00:00,WELL-01,63.05,2.947,167.64,405.9,14,15081.0,167.6,92.3,84.1,8.05,42.8
2026-01-07 05:00:00,WELL-01,62.44,3.055,164.48,401.7,16,14992.0,164.5,90.8,83.0,7.97,41.99
2026-01-07 06:00:00,WELL-01,63.13,2.947,167.8,406.1,17,15098.0,167.8,92.5,84.1,8.05,42.81
2026-01-07 07:00:00,WELL-01,64.23,2.794,173.15,413.3,18,15265.0,173.2,95.2,85.8,8.18,44.13
2026-01-07 08:00:00,WELL-01,64.2,2.792,172.89,412.9,14,15264.0,172.9,95.1,85.7,8.18,44.05
2026-01-07 09:00:00,WELL-01,63.8,2.857,170.78,410.1,15,15207.0,170.8,94.0,85.0,8.12,43.51
2026-01-07 10:00:00,WELL-01,63.85,2.855,170.92,410.3,16,15218.0,170.9,94.1,85.0,8.13,43.53
2026-01-07 11:00:00,WELL-01,63.84,2.864,170.74,410.1,17,15219.0,170.7,94.1,84.9,8.12,43.47
2026-01-07 12:00:00,WELL-01,63.12,2.991,167.0,405.1,18,15113.0,167.0,92.2,83.6,8.03,42.52
2026-01-07 13:00:00,WELL-01,64.93,2.924,175.94,417.1,17,15388.0,175.9,96.7,86.6,8.25,44.74
2026-01-07 14:00:00,WELL-01,63.07,3.013,166.54,404.6,17,15112.0,166.5,92.0,83.4,8.01,42.38
2026-01-07 15:00:00,WELL-01,66.07,3.119,181.41,424.4,15,15565.0,181.4,99.5,88.4,8.38,46.08
2026-01-07 16:00:00,WELL-01,62.42,3.134,163.06,400.0,15,16345.0,163.1,90.3,71.1,7.92,41.48
2026-01-07 17:00:00,WELL-01,63.99,2.88,170.8,410.3,18,15259.0,170.8,94.2,84.8,8.12,43.4
2026-01-07 18:00:00,WELL-01,65.46,3.024,178.02,419.9,15,15482.0,178.0,97.9,87.2,8.3,45.19
2026-01-07 19:00:00,WELL-01,64.98,2.947,175.52,416.6,16,15413.0,175.5,96.6,86.3,8.23,44.55
2026-01-07 20:00:00,WELL-01,66.59,3.216,183.42,427.2,14,15657.0,183.4,100.6,88.9,8.43,46.51
2026-01-07 21:00:00,WELL-01,63.27,3.028,166.69,404.9,15,15161.0,166.7,92.3,83.3,8.01,42.31
2026-01-07 22:00:00,WELL-01,63.81,2.944,169.3,408.4,16,15246.0,169.3,93.6,84.2,8.07,42.95
2026-01-07 23:00:00,WELL-01,64.33,2.864,171.79,411.7,18,15327.0,171.8,94.9,85.0,8.14,43.56
2026-01-01 00:00:00,WELL-02,61.98,2.103,179.92,419.9,21,15522.0,179.9,95.0,78.6,8.5,47.98
2026-01-01 01:00:00,WELL-02,61.85,2.137,179.04,418.7,21,14482.0,179.0,94.6,91.6,8.47,47.73
2026-01-01 02:00:00,WELL-02,61.35,2.232,176.35,415.2,19,14413.0,176.3,93.3,90.7,8.41,47.04
2026-01-01 03:00:00,WELL-02,60.06,2.459,169.68,406.3,19,14224.0,169.7,90.0,88.4,8.24,45.34
2026-01-01 04:00:00,WELL-02,61.36,2.255,175.98,414.7,19,14424.0,176.0,93.2,90.5,8.39,46.89
2026-01-01 05:00:00,WELL-02,64.3,2.503,190.48,434.1,20,16698.0,190.5,100.4,85.1,8.75,50.49
2026-01-01 06:00:00,WELL-02,61.21,2.304,174.81,413.3,18,14412.0,174.8,92.7,90.0,8.36,46.55
2026-01-01 07:00:00,WELL-02,61.64,2.245,176.73,415.8,17,14481.0,176.7,93.7,90.6,8.41,47.01
2026-01-01 08:00:00,WELL-02,62.2,2.164,179.32,419.3,18,14569.0,179.3,95.0,91.4,8.47,47.63
2026-01-01 09:00:00,WELL-02,62.17,2.181,178.96,418.9,20,14570.0,179.0,94.9,91.2,8.46,47.51
2026-01-01 10:00:00,WELL-02,60.69,2.439,171.38,408.8,17,14354.0,171.4,91.1,88.7,8.27,45.59
2026-01-01 11:00:00,WELL-02,61.97,2.239,177.54,417.0,18,14550.0,177.5,94.2,90.7,8.42,47.11
2026-01-01 12:00:00,WELL-02,63.84,2.451,186.69,429.3,21,14836.0,186.7,98.8,93.7,8.65,49.37
2026-01-01 13:00:00,WELL-02,60.82,2.454,171.39,408.9,17,14388.0,171.4,91.2,88.5,8.26,45.52
2026-01-01 14:00:00,WELL-02,63.05,2.328,182.35,423.5,20,14728.0,182.3,96.8,92.2,8.54,48.24
2026-01-01 15:00:00,WELL-02,60.66,2.505,170.16,407.3,20,14373.0,170.2,90.7,88.0,8.23,45.16
2026-01-01 16:00:00,WELL-02,62.82,2.297,180.78,421.5,18,14703.0,180.8,96.1,91.5,8.49,47.8
2026-01-01 17:00:00,WELL-02,61.21,2.438,172.49,410.5,17,14466.0,172.5,92.0,88.7,8.28,45.7
2026-01-01 18:00:00,WELL-02,62.51,2.252,178.78,418.9,19,14666.0,178.8,95.1,90.8,8.44,47.25
2026-01-01 19:00:00,WELL-02,61.49,2.415,173.49,411.8,17,14518.0,173.5,92.5,89.0,8.31,45.9
2026-01-01 20:00:00,WELL-02,61.49,2.427,173.28,411.6,21,14523.0,173.3,92.5,88.9,8.3,45.82
2026-01-01 21:00:00,WELL-02,64.24,2.552,186.83,429.7,18,14941.0,186.8,99.3,93.3,8.64,49.18
2026-01-01 22:00:00,WELL-02,65.09,2.697,190.85,435.1,18,15073.0,190.8,101.3,94.6,8.73,50.16
2026-01-01 23:00:00,WELL-02,60.31,2.66,166.74,403.0,19,14361.0,166.7,89.3,86.5,8.13,44.11
2026-01-02 00:00:00,WELL-02,63.12,2.377,180.62,421.5,17,14789.0,180.6,96.3,91.1,8.48,47.56
2026-01-02 01:00:00,WELL-02,63.03,2.366,179.95,420.6,18,14780.0,180.0,96.0,90.9,8.46,47.36
2026-01-02 02:00:00,WELL-02,63.43,2.435,181.71,423.0,17,14844.0,181.7,96.9,91.4,8.5,47.78
2026-01-02 03:00:00,WELL-02,62.18,2.396,175.27,414.4,16,14662.0,175.3,93.8,89.2,8.34,46.14
2026-01-02 04:00:00,WELL-02,62.33,2.383,175.84,415.2,20,14690.0,175.8,94.1,89.3,8.35,46.26
2026-01-02 05:00:00,WELL-02,62.03,2.445,174.11,412.9,18,14649.0,174.1,93.3,88.7,8.3,45.8
2026-01-02 06:00:00,WELL-02,62.93,2.368,178.42,418.7,17,14790.0,178.4,95.5,90.1,8.41,46.85
2026-01-02 07:00:00,WELL-02,64.9,2.7,188.07,431.6,20,15091.0,188.1,100.3,93.3,8.65,49.24
2026-01-02 08:00:00,WELL-02,64.03,2.559,183.49,425.5,18,14965.0,183.5,98.1,91.7,8.53,48.07
2026-01-02 09:00:00,WELL-02,64.2,2.591,184.14,426.4,17,14995.0,184.1,98.4,91.9,8.55,48.21
2026-01-02 10:00:00,WELL-02,63.61,2.496,180.96,422.2,19,14911.0,181.0,96.9,90.8,8.47,47.39
2026-01-02 11:00:00,WELL-02,62.85,2.381,176.97,416.9,18,14803.0,177.0,94.9,89.4,8.37,46.37
2026-01-02 12:00:00,WELL-02,61.45,2.626,169.76,407.3,16,14598.0,169.8,91.4,87.0,8.18,44.54
2026-01-02 13:00:00,WELL-02,62.38,2.484,174.18,413.3,16,14742.0,174.2,93.6,88.4,8.29,45.62
2026-01-02 14:00:00,WELL-02,63.96,2.568,181.86,423.5,18,14983.0,181.9,97.5,90.9,8.48,47.52
2026-01-02 15:00:00,WELL-02,61.33,2.683,168.53,405.8,18,14595.0,168.5,90.9,86.4,8.15,44.16
2026-01-02 16:00:00,WELL-02,65.14,2.773,187.36,430.9,20,15171.0,187.4,100.3,92.6,8.62,48.84
2026-01-02 17:00:00,WELL-02,65.39,2.819,188.42,432.4,20,15214.0,188.4,100.9,93.0,8.64,49.08
2026-01-02 18:00:00,WELL-02,62.56,2.513,174.07,413.3,18,14795.0,174.1,93.8,88.1,8.28,45.47
2026-01-02 19:00:00,WELL-02,61.17,2.758,166.89,403.7,17,14591.0,166.9,90.2,85.7,8.1,43.65
2026-01-02 20:00:00,WELL-02,61.87,2.653,170.19,408.1,17,14701.0,170.2,91.9,86.7,8.18,44.45
2026-01-02 21:00:00,WELL-02,63.78,2.565,179.52,420.6,16,14992.0,179.5,96.6,89.8,8.41,46.76
2026-01-02 22:00:00,WELL-02,62.19,2.623,171.39,409.8,18,14759.0,171.4,92.6,87.1,8.21,44.7
2026-01-02 23:00:00,WELL-02,61.2,2.802,166.19,402.9,16,14614.0,166.2,90.1,85.3,8.08,43.37
2026-01-03 00:00:00,WELL-02,63.6,2.547,178.01,418.7,18,14980.0,178.0,96.0,89.2,8.37,46.3
2026-01-03 01:00:00,WELL-02,63.35,2.509,176.54,416.7,20,14947.0,176.5,95.3,88.6,8.33,45.91
2026-01-03 02:00:00,WELL-02,62.42,2.635,171.66,410.3,18,14812.0,171.7,92.9,87.0,8.21,44.67
2026-01-03 03:00:00,WELL-02,64.24,2.664,180.55,422.2,17,17040.0,180.6,97.4,72.9,8.43,46.86
2026-01-03 04:00:00,WELL-02,63.61,2.563,177.22,417.7,17,15002.0,177.2,95.8,88.7,8.34,46.01
2026-01-03 05:00:00,WELL-02,61.84,2.767,168.17,405.7,19,14741.0,168.2,91.3,85.7,8.12,43.72
2026-01-03 06:00:00,WELL-02,61.51,2.835,166.28,403.2,15,14696.0,166.3,90.4,85.0,8.07,43.22
