timestamp,machine_id,temperature,vibration,pressure,rpm,failure_within_days,egt,cht,oil_pressure,oil_temp,flight_hours,altitude,throttle,manifold_pressure
2026-01-02 03:00:00,UAV-01,160.7,1.976,58.06,2391.9,18,667.3,160.7,58.06,84.9,720.39,8463.0,68.3,27.77
2026-01-02 04:00:00,UAV-01,167.37,1.608,61.33,2446.6,21,685.1,167.4,61.33,89.4,720.41,8769.0,72.7,28.42
2026-01-02 05:00:00,UAV-01,167.56,1.622,61.36,2447.4,19,685.5,167.6,61.36,89.5,720.42,8559.0,72.8,28.43
2026-01-02 06:00:00,UAV-01,166.39,1.629,60.71,2436.8,22,682.4,166.4,60.71,88.7,720.44,8584.0,71.9,28.3
2026-01-02 07:00:00,UAV-01,166.84,1.61,60.87,2439.7,18,683.5,166.8,60.87,89.0,720.45,8504.0,72.2,28.34
2026-01-02 08:00:00,UAV-01,167.92,4.738,61.34,2447.9,22,741.5,167.9,61.34,89.7,720.47,8397.0,72.9,28.44
2026-01-02 09:00:00,UAV-01,166.85,1.63,60.74,2438.2,22,683.5,166.9,60.74,89.0,720.48,8260.0,72.2,28.32
2026-01-02 10:00:00,UAV-01,168.37,1.685,61.43,2450.0,18,687.5,168.4,61.43,90.0,720.5,8245.0,73.1,28.46
2026-01-02 11:00:00,UAV-01,169.61,1.77,61.99,2459.5,18,690.7,169.6,61.99,90.8,720.51,8399.0,73.9,28.57
2026-01-02 12:00:00,UAV-01,167.8,1.651,61.02,2443.6,18,685.9,167.8,61.02,89.6,720.52,8316.0,72.7,28.38
2026-01-02 13:00:00,UAV-01,167.28,1.644,60.69,2438.4,19,684.4,167.3,60.69,89.2,720.54,8467.0,72.3,28.32
2026-01-02 14:00:00,UAV-01,164.62,1.833,59.29,2415.4,21,677.3,164.6,59.29,87.5,720.55,8632.0,70.5,28.04
2026-01-02 15:00:00,UAV-01,165.23,1.802,59.53,2419.7,19,678.9,165.2,59.53,87.9,720.57,8425.0,70.9,28.09
2026-01-02 16:00:00,UAV-01,171.45,1.901,62.58,2470.7,19,695.4,171.4,62.58,92.0,720.58,8482.0,75.0,28.7
2026-01-02 17:00:00,UAV-01,165.66,1.795,59.62,2421.7,21,679.9,165.7,59.62,88.1,720.6,8461.0,71.1,28.11
2026-01-02 18:00:00,UAV-01,167.84,1.664,60.64,2438.9,20,685.7,167.8,60.64,89.6,720.61,8455.0,72.5,28.31
2026-01-02 19:00:00,UAV-01,165.46,1.83,59.38,2418.3,18,679.3,165.5,59.38,88.0,720.63,8698.0,70.9,28.07
2026-01-02 20:00:00,UAV-01,164.78,1.886,58.98,2411.9,21,677.5,164.8,58.98,87.5,720.64,8540.0,70.4,27.99
2026-01-02 21:00:00,UAV-01,167.39,1.723,60.21,2432.7,19,684.4,167.4,60.21,89.3,720.66,8424.0,72.1,28.24
2026-01-02 22:00:00,UAV-01,170.29,1.834,61.6,2456.1,19,692.0,170.3,61.6,91.2,720.67,8497.0,74.0,28.52
2026-01-02 23:00:00,UAV-01,169.51,1.785,61.14,2448.8,20,689.9,169.5,61.14,90.7,720.69,8435.0,73.5,28.43
2026-01-03 00:00:00,UAV-01,164.89,1.922,58.77,2409.4,21,677.6,164.9,58.77,87.6,720.7,8354.0,70.4,27.95
2026-01-03 01:00:00,UAV-01,169.16,1.765,60.83,2444.2,17,688.9,169.2,60.83,90.4,720.71,8496.0,73.2,28.37
2026-01-03 02:00:00,UAV-01,166.82,3.811,59.6,2423.9,17,722.7,166.8,59.6,88.8,720.73,8576.0,71.6,28.12
2026-01-03 03:00:00,UAV-01,170.46,3.687,61.35,2453.4,17,745.9,170.5,61.35,91.3,720.74,8546.0,74.0,28.48
2026-01-03 04:00:00,UAV-01,171.38,1.918,61.75,2460.2,19,694.7,171.4,61.75,91.9,720.76,8483.0,74.6,28.56
2026-01-03 05:00:00,UAV-01,171.04,1.897,61.51,2456.6,18,693.7,171.0,61.51,91.6,720.77,8611.0,74.3,28.51
2026-01-03 06:00:00,UAV-01,173.16,5.461,62.5,2473.4,20,761.4,173.2,62.5,93.0,720.79,8350.0,75.7,28.71
2026-01-03 07:00:00,UAV-01,173.14,2.041,62.43,2472.4,19,699.2,173.1,62.43,93.0,720.8,8363.0,75.6,28.7
2026-01-03 08:00:00,UAV-01,171.2,1.913,61.39,2455.4,18,694.0,171.2,61.39,91.7,720.82,8378.0,74.3,28.5
2026-01-03 09:00:00,UAV-01,163.89,2.085,57.67,2393.6,20,674.5,163.9,57.67,86.8,720.83,8247.0,69.4,27.75
2026-01-03 10:00:00,UAV-01,169.02,1.771,60.17,2435.6,20,688.1,169.0,60.17,90.2,720.85,8471.0,72.8,28.25
2026-01-03 11:00:00,UAV-01,164.41,2.071,57.8,2396.4,21,675.8,164.4,57.8,87.2,720.86,8480.0,69.7,27.78
2026-01-03 12:00:00,UAV-01,164.09,2.104,57.57,2392.8,17,674.9,164.1,57.57,86.9,720.88,8561.0,69.4,27.74
2026-01-03 13:00:00,UAV-01,166.12,1.979,58.52,2408.9,20,680.3,166.1,58.52,88.3,720.89,8421.0,70.7,27.93
2026-01-03 14:00:00,UAV-01,166.49,3.894,58.64,2411.2,17,737.2,166.5,58.64,88.5,720.9,8523.0,71.0,27.96
2026-01-03 15:00:00,UAV-01,165.04,2.072,57.85,2398.3,17,677.3,165.0,57.85,87.6,720.92,8607.0,70.0,27.8
2026-01-03 16:00:00,UAV-01,169.24,1.803,59.88,2432.5,21,688.5,169.2,59.88,90.4,720.93,8326.0,72.7,28.21
2026-01-03 17:00:00,UAV-01,169.11,1.823,59.75,2430.5,20,688.0,169.1,59.75,90.3,720.95,8510.0,72.6,28.19
2026-01-03 18:00:00,UAV-01,172.88,2.043,61.57,2461.2,18,698.1,172.9,61.57,92.8,720.96,8497.0,75.1,28.55
2026-01-03 19:00:00,UAV-01,163.58,2.213,56.85,2382.8,18,673.2,163.6,56.85,86.6,720.98,8110.0,68.9,27.61
2026-01-03 20:00:00,UAV-01,173.55,2.092,61.77,2465.1,20,699.8,173.6,61.77,93.2,720.99,8506.0,75.5,28.6
2026-01-03 21:00:00,UAV-01,173.01,2.057,61.44,2459.8,19,698.3,173.0,61.44,92.8,721.01,8519.0,75.1,28.53
2026-01-03 22:00:00,UAV-01,169.53,1.848,59.63,2429.9,20,688.9,169.5,59.63,90.5,721.02,8505.0,72.7,28.17
2026-01-03 23:00:00,UAV-01,170.4,1.887,60.0,2436.4,16,691.2,170.4,60.0,91.1,721.04,8375.0,73.3,28.25
2026-01-04 00:00:00,UAV-01,167.77,1.987,58.62,2413.6,16,684.2,167.8,58.62,89.3,721.05,8631.0,71.5,27.97
2026-01-04 01:00:00,UAV-01,169.87,1.858,59.6,2430.3,18,689.7,169.9,59.6,90.7,721.06,8341.0,72.9,28.17
2026-01-04 02:00:00,UAV-01,174.34,2.155,61.77,2466.7,18,701.6,174.3,61.77,93.7,721.08,8444.0,75.8,28.61
2026-01-04 03:00:00,UAV-01,162.18,2.391,55.62,2364.6,20,669.1,162.2,55.62,85.6,721.09,8530.0,67.7,27.38
2026-01-04 04:00:00,UAV-01,170.34,1.892,59.64,2431.7,17,690.8,170.3,59.64,91.0,721.11,8371.0,73.1,28.19
2026-01-04 05:00:00,UAV-01,173.72,2.119,61.26,2459.1,17,699.8,173.7,61.26,93.2,721.12,8540.0,75.3,28.51
2026-01-04 06:00:00,UAV-01,174.81,2.193,61.74,2467.3,18,702.7,174.8,61.74,94.0,721.14,8433.0,76.0,28.61
2026-01-04 07:00:00,UAV-01,175.0,2.208,61.77,2468.1,19,703.1,175.0,61.77,94.1,721.15,8616.0,76.1,28.62
2026-01-04 08:00:00,UAV-01,172.36,2.034,60.38,2445.3,17,696.1,172.4,60.38,92.3,721.17,8513.0,74.3,28.34
2026-01-04 09:00:00,UAV-01,169.81,1.947,59.04,2423.2,19,689.2,169.8,59.04,90.6,721.18,8507.0,72.6,28.08
2026-01-04 10:00:00,UAV-01,172.16,4.608,60.15,2441.9,17,759.2,172.2,60.15,92.2,721.2,8493.0,74.1,28.3
2026-01-04 11:00:00,UAV-01,170.76,1.932,59.38,2429.5,18,691.7,170.8,59.38,91.2,721.21,8458.0,73.1,28.15
2026-01-04 12:00:00,UAV-01,170.42,1.938,59.15,2425.8,17,690.7,170.4,59.15,91.0,721.23,8605.0,72.9,28.1
2026-01-04 13:00:00,UAV-01,170.03,1.975,58.89,2421.7,20,689.6,170.0,58.89,90.7,721.24,8513.0,72.6,28.05
2026-01-04 14:00:00,UAV-01,170.05,1.985,58.83,2421.1,20,689.6,170.1,58.83,90.7,721.25,8397.0,72.6,28.05
2026-01-04 15:00:00,UAV-01,172.56,2.059,60.02,2441.1,20,696.3,172.6,60.02,92.4,721.27,8683.0,74.2,28.28
2026-01-04 16:00:00,UAV-01,172.7,2.071,60.02,2441.5,20,696.6,172.7,60.02,92.5,721.28,8428.0,74.3,28.29
2026-01-04 17:00:00,UAV-01,167.98,2.155,57.6,2401.3,18,684.0,168.0,57.6,89.3,721.3,8555.0,71.1,27.8
2026-01-04 18:00:00,UAV-01,170.25,4.139,58.67,2419.4,17,732.5,170.3,58.67,90.8,721.31,8476.0,72.6,28.02
2026-01-04 19:00:00,UAV-01,174.93,2.225,60.94,2457.6,18,702.4,174.9,60.94,93.9,721.33,8391.0,75.6,28.48
2026-01-04 20:00:00,UAV-01,175.73,2.28,61.27,2463.5,17,704.5,175.7,61.27,94.5,721.34,8531.0,76.1,28.55
2026-01-04 21:00:00,UAV-01,170.64,2.021,58.66,2420.2,20,690.9,170.6,58.66,91.1,721.36,8429.0,72.7,28.03
2026-01-04 22:00:00,UAV-01,169.33,2.118,57.94,2408.5,20,687.4,169.3,57.94,90.2,721.37,8505.0,71.8,27.88
2026-01-04 23:00:00,UAV-01,168.54,2.182,57.48,2401.0,16,685.2,168.5,57.48,89.7,721.39,8397.0,71.2,27.79
2026-01-05 00:00:00,UAV-01,172.31,2.058,59.3,2431.6,17,695.2,172.3,59.3,92.2,721.4,8475.0,73.7,28.16
2026-01-05 01:00:00,UAV-01,170.6,2.066,58.38,2416.5,18,690.6,170.6,58.38,91.0,721.41,8495.0,72.6,27.98
2026-01-05 02:00:00,UAV-01,171.31,2.029,58.67,2421.7,16,692.5,171.3,58.67,91.5,721.43,8560.0,73.0,28.04
2026-01-05 03:00:00,UAV-01,171.8,2.03,58.84,2424.9,20,693.7,171.8,58.84,91.8,721.44,8298.0,73.3,28.07
2026-01-05 04:00:00,UAV-01,165.86,2.414,55.81,2374.5,19,677.8,165.9,55.81,87.8,721.46,8331.0,69.3,27.47
2026-01-05 05:00:00,UAV-01,171.31,2.061,58.47,2419.2,20,692.3,171.3,58.47,91.5,721.47,8295.0,72.9,28.0
2026-01-05 06:00:00,UAV-01,169.79,2.173,57.64,2405.7,17,688.2,169.8,57.64,90.4,721.49,8576.0,71.9,27.84
2026-01-05 07:00:00,UAV-01,169.56,2.2,57.46,2402.9,18,687.6,169.6,57.46,90.3,721.5,8360.0,71.7,27.81
2026-01-05 08:00:00,UAV-01,171.43,2.085,58.33,2417.7,20,692.5,171.4,58.33,91.5,721.52,8362.0,72.9,27.98
2026-01-05 09:00:00,UAV-01,175.37,2.279,60.23,2449.7,19,703.0,175.4,60.23,94.1,721.53,8628.0,75.5,28.36
2026-01-05 10:00:00,UAV-01,170.68,2.157,57.82,2409.8,15,690.4,170.7,57.82,91.0,721.55,8562.0,72.3,27.88
2026-01-05 11:00:00,UAV-01,171.15,2.137,57.99,2412.9,18,691.6,171.1,57.99,91.3,721.56,8344.0,72.6,27.92
2026-01-05 12:00:00,UAV-01,174.62,2.234,59.66,2440.9,16,700.8,174.6,59.66,93.6,721.58,8477.0,74.9,28.26
2026-01-05 13:00:00,UAV-01,167.1,2.428,55.83,2377.5,17,680.7,167.1,55.83,88.6,721.59,8406.0,69.8,27.49
2026-01-05 14:00:00,UAV-01,173.54,2.166,58.99,2430.3,17,697.9,173.5,58.99,92.9,721.6,8455.0,74.1,28.13
2026-01-05 15:00:00,UAV-01,168.79,2.336,56.55,2389.9,18,685.2,168.8,56.55,89.7,721.62,8388.0,70.9,27.64
2026-01-05 16:00:00,UAV-01,173.89,2.193,59.03,2431.6,18,698.7,173.9,59.03,93.1,721.63,8272.0,74.3,28.14
2026-01-05 17:00:00,UAV-01,176.6,2.375,60.32,2453.3,16,705.9,176.6,60.32,94.9,721.65,8454.0,76.0,28.4
2026-01-05 18:00:00,UAV-01,169.25,2.338,56.58,2391.3,18,686.3,169.3,56.58,90.0,721.66,8804.0,71.1,27.65
2026-01-05 19:00:00,UAV-01,170.76,2.248,57.26,2403.0,15,690.2,170.8,57.26,91.0,721.68,8520.0,72.1,27.79
2026-01-05 20:00:00,UAV-01,171.62,2.202,57.63,2409.4,19,692.5,171.6,57.63,91.5,721.69,8618.0,72.6,27.87
2026-01-05 21:00:00,UAV-01,173.85,4.961,58.68,2427.1,15,746.5,173.8,58.68,93.0,721.71,8375.0,74.1,28.08
2026-01-05 22:00:00,UAV-01,171.29,2.245,57.33,2405.0,18,691.5,171.3,57.33,91.3,721.72,8401.0,72.3,27.81
2026-01-05 23:00:00,UAV-01,169.1,2.402,56.17,2385.9,17,685.6,169.1,56.17,89.8,721.74,8494.0,70.8,27.58
2026-01-06 00:00:00,UAV-01,168.45,2.456,55.78,2379.6,19,683.8,168.4,55.78,89.4,721.75,8500.0,70.4,27.51
2026-01-06 01:00:00,UAV-01,175.66,2.327,59.32,2438.9,18,703.0,175.7,59.32,94.2,721.76,8438.0,75.1,28.22
2026-01-06 02:00:00,UAV-01,170.83,2.318,56.84,2397.8,18,690.1,170.8,56.84,91.0,721.78,8546.0,71.9,27.72
2026-01-06 03:00:00,UAV-01,175.0,2.286,58.85,2431.7,18,701.2,175.0,58.85,93.8,721.79,8481.0,74.6,28.13
2026-01-06 04:00:00,UAV-01,173.16,2.184,57.87,2415.6,15,696.2,173.2,57.87,92.5,721.81,8370.0,73.4,27.93
2026-01-06 05:00:00,UAV-01,176.25,2.373,59.35,2440.5,18,704.4,176.2,59.35,94.6,721.82,8391.0,75.4,28.23
2026-01-06 06:00:00,UAV-01,168.27,2.532,55.29,2373.2,19,683.1,168.3,55.29,89.2,721.84,8578.0,70.1,27.42
2026-01-06 07:00:00,UAV-01,173.33,2.206,57.75,2414.5,17,696.5,173.3,57.75,92.6,721.85,8633.0,73.4,27.92
2026-01-06 08:00:00,UAV-01,170.31,2.418,56.18,2388.5,18,688.4,170.3,56.18,90.6,721.87,8411.0,71.3,27.6
2026-01-06 09:00:00,UAV-01,171.22,2.368,56.57,2395.3,18,690.8,171.2,56.57,91.2,721.88,8413.0,71.9,27.68
2026-01-06 10:00:00,UAV-01,171.44,2.364,56.61,2396.3,17,691.4,171.4,56.61,91.3,721.9,8552.0,72.0,27.69
2026-01-06 11:00:00,UAV-01,170.14,2.461,55.89,2384.6,19,687.8,170.1,55.89,90.4,721.91,8280.0,71.1,27.55
2026-01-06 12:00:00,UAV-01,172.88,2.289,57.2,2406.6,19,695.1,172.9,57.2,92.3,721.92,8529.0,72.9,27.81
2026-01-06 13:00:00,UAV-01,174.06,2.241,57.72,2415.6,16,698.2,174.1,57.72,93.0,721.94,8729.0,73.7,27.92
2026-01-06 14:00:00,UAV-01,169.3,2.549,55.28,2375.2,15,685.5,169.3,55.28,89.9,721.95,8379.0,70.5,27.43
2026-01-06 15:00:00,UAV-01,176.5,2.408,58.81,2434.3,15,704.6,176.5,58.81,94.7,721.97,8385.0,75.2,28.14
2026-01-06 16:00:00,UAV-01,173.04,2.321,57.02,2404.7,19,695.4,173.0,57.02,92.3,721.98,8667.0,72.9,27.79
2026-01-06 17:00:00,UAV-01,170.95,2.471,55.9,2386.4,16,689.7,170.9,55.9,90.9,722.0,8625.0,71.5,27.57
2026-01-06 18:00:00,UAV-01,173.38,2.32,57.05,2405.9,15,696.2,173.4,57.05,92.6,722.01,8319.0,73.1,27.8
2026-01-06 19:00:00,UAV-01,176.77,2.433,58.68,2433.3,18,705.2,176.8,58.68,94.8,722.03,8452.0,75.3,28.13
2026-01-06 20:00:00,UAV-01,168.69,2.654,54.58,2365.2,16,683.6,168.7,54.58,89.4,722.04,8453.0,69.9,27.31
2026-01-06 21:00:00,UAV-01,174.16,2.3,57.24,2409.9,15,698.1,174.2,57.24,93.1,722.06,8365.0,73.5,27.84
2026-01-06 22:00:00,UAV-01,174.39,2.295,57.29,2411.0,14,698.7,174.4,57.29,93.2,722.07,8655.0,73.6,27.85
2026-01-06 23:00:00,UAV-01,172.28,2.447,56.17,2392.5,18,693.0,172.3,56.17,91.8,722.09,8492.0,72.2,27.63
2026-01-07 00:00:00,UAV-01,172.42,2.448,56.17,2392.9,15,693.3,172.4,56.17,91.9,722.1,8493.0,72.2,27.63
2026-01-07 01:00:00,UAV-01,174.4,2.327,57.1,2408.6,17,698.6,174.4,57.1,93.2,722.11,8530.0,73.5,27.82
2026-01-07 02:00:00,UAV-01,172.6,2.458,56.13,2392.7,15,693.7,172.6,56.13,92.0,722.13,8386.0,72.3,27.63
2026-01-07 03:00:00,UAV-01,175.55,2.366,57.54,2416.5,17,701.6,175.5,57.54,93.9,722.14,8499.0,74.2,27.91
2026-01-07 04:00:00,UAV-01,175.11,2.338,57.26,2412.0,14,700.4,175.1,57.26,93.6,722.16,8339.0,73.9,27.86
2026-01-07 05:00:00,UAV-01,168.75,2.746,54.01,2358.2,16,683.4,168.8,54.01,89.4,722.17,8511.0,69.6,27.21
2026-01-07 06:00:00,UAV-01,174.57,2.369,56.85,2405.9,18,698.8,174.6,56.85,93.3,722.19,8449.0,73.5,27.78
2026-01-07 07:00:00,UAV-01,174.3,2.398,56.65,2402.8,15,698.1,174.3,56.65,93.1,722.2,8434.0,73.3,27.74
2026-01-07 08:00:00,UAV-01,171.57,2.591,55.22,2379.2,14,690.7,171.6,55.22,91.2,722.22,8528.0,71.4,27.46
2026-01-07 09:00:00,UAV-01,174.82,2.385,56.78,2405.5,16,699.4,174.8,56.78,93.4,722.23,8447.0,73.5,27.77
2026-01-07 10:00:00,UAV-01,170.32,2.695,54.46,2367.1,18,687.3,170.3,54.46,90.4,722.25,8555.0,70.5,27.31
2026-01-07 11:00:00,UAV-01,176.53,2.445,57.5,2418.1,16,703.8,176.5,57.5,94.5,722.26,8422.0,74.6,27.92
2026-01-07 12:00:00,UAV-01,177.36,2.502,57.85,2424.1,14,706.0,177.4,57.85,95.1,722.27,8552.0,75.1,27.99
2026-01-07 13:00:00,UAV-01,177.13,2.489,57.67,2421.4,17,705.3,177.1,57.67,94.9,722.29,8640.0,74.9,27.96
2026-01-07 14:00:00,UAV-01,176.28,5.764,57.18,2413.5,15,766.3,176.3,57.18,94.3,722.3,8313.0,74.3,27.86
2026-01-07 15:00:00,UAV-01,171.17,2.692,54.56,2370.1,15,689.4,171.2,54.56,90.9,722.32,8344.0,70.9,27.34
2026-01-07 16:00:00,UAV-01,179.53,2.655,58.67,2439.0,14,711.6,179.5,58.67,96.5,722.33,8455.0,76.4,28.17
2026-01-07 17:00:00,UAV-01,180.56,5.613,59.12,2446.7,18,773.3,180.6,59.12,97.2,722.35,8488.0,77.1,28.26
2026-01-07 18:00:00,UAV-01,177.12,2.498,57.33,2417.2,18,705.1,177.1,57.33,94.9,722.36,8547.0,74.8,27.9
2026-01-07 19:00:00,UAV-01,173.6,2.573,55.51,2387.0,17,695.7,173.6,55.51,92.5,722.38,8493.0,72.4,27.54
2026-01-07 20:00:00,UAV-01,177.73,2.542,57.51,2420.7,16,706.6,177.7,57.51,95.3,722.39,8629.0,75.1,27.94
2026-01-07 21:00:00,UAV-01,177.14,2.504,57.14,2414.9,18,705.0,177.1,57.14,94.9,722.41,8380.0,74.7,27.87
2026-01-07 22:00:00,UAV-01,177.86,2.554,57.44,2420.1,14,706.9,177.9,57.44,95.3,722.42,8493.0,75.1,27.93
2026-01-07 23:00:00,UAV-01,175.09,2.517,55.99,2396.1,17,699.4,175.1,55.99,93.5,722.44,8428.0,73.3,27.64
2026-01-01 00:00:00,UAV-02,158.23,1.851,58.62,2393.6,22,662.0,158.2,58.62,83.5,410.0,8460.0,67.5,27.82
2026-01-01 01:00:00,UAV-02,163.3,1.53,61.05,2434.5,22,675.4,163.3,61.05,86.9,410.01,8498.0,70.8,28.31
2026-01-01 02:00:00,UAV-02,156.93,1.972,57.75,2380.1,19,658.3,156.9,57.75,82.6,410.03,8485.0,66.5,27.66
2026-01-01 03:00:00,UAV-02,170.42,1.77,64.39,2491.2,18,694.2,170.4,64.39,91.6,410.04,8636.0,75.5,28.99
2026-01-01 04:00:00,UAV-02,166.33,1.5,62.24,2455.8,22,683.3,166.3,62.24,88.8,410.06,8594.0,72.7,28.56
2026-01-01 05:00:00,UAV-02,168.25,1.631,63.1,2470.5,19,688.3,168.3,63.1,90.1,410.07,8735.0,73.9,28.74
2026-01-01 06:00:00,UAV-02,165.5,1.47,61.61,2446.2,19,680.9,165.5,61.61,88.3,410.09,8524.0,72.0,28.44
2026-01-01 07:00:00,UAV-02,170.16,1.764,63.84,2483.7,21,693.3,170.2,63.84,91.4,410.1,8384.0,75.1,28.89
2026-01-01 08:00:00,UAV-02,165.26,1.52,61.28,2441.6,20,680.1,165.3,61.28,88.1,410.12,8594.0,71.8,28.38
2026-01-01 09:00:00,UAV-02,163.22,1.673,60.16,2423.3,21,674.6,163.2,60.16,86.7,410.13,8540.0,70.3,28.16
2026-01-01 10:00:00,UAV-02,161.5,1.804,59.19,2407.7,19,670.0,161.5,59.19,85.6,410.15,8625.0,69.1,27.97
2026-01-01 11:00:00,UAV-02,164.75,1.605,60.71,2433.4,19,678.6,164.8,60.71,87.7,410.16,8623.0,71.3,28.28
2026-01-01 12:00:00,UAV-02,169.58,1.739,63.02,2472.3,21,691.3,169.6,63.02,90.9,410.18,8391.0,74.4,28.74
2026-01-01 13:00:00,UAV-02,164.29,1.67,60.27,2426.9,20,677.2,164.3,60.27,87.4,410.19,8581.0,70.8,28.2
2026-01-01 14:00:00,UAV-02,163.73,1.725,59.88,2420.9,20,675.6,163.7,59.88,87.0,410.2,8509.0,70.4,28.12
2026-01-01 15:00:00,UAV-02,167.25,1.593,61.53,2448.9,18,684.9,167.2,61.53,89.3,410.22,8610.0,72.7,28.46
2026-01-01 16:00:00,UAV-02,165.4,1.648,60.5,2432.2,20,679.9,165.4,60.5,88.1,410.23,8645.0,71.4,28.25
2026-01-01 17:00:00,UAV-02,167.01,1.583,61.2,2444.3,22,684.1,167.0,61.2,89.1,410.25,8526.0,72.5,28.4
2026-01-01 18:00:00,UAV-02,166.56,1.605,60.87,2439.2,19,682.9,166.6,60.87,88.8,410.26,8383.0,72.1,28.33
2026-01-01 19:00:00,UAV-02,164.55,1.756,59.76,2421.1,19,677.4,164.5,59.76,87.5,410.28,8302.0,70.7,28.12
2026-01-01 20:00:00,UAV-02,169.14,1.733,61.95,2458.1,21,689.6,169.1,61.95,90.5,410.29,8409.0,73.7,28.56
2026-01-01 21:00:00,UAV-02,169.11,1.734,61.83,2456.5,19,689.5,169.1,61.83,90.5,410.31,8460.0,73.6,28.54
2026-01-01 22:00:00,UAV-02,164.69,1.798,59.51,2418.3,21,677.6,164.7,59.51,87.5,410.32,8457.0,70.6,28.08
2026-01-01 23:00:00,UAV-02,167.38,1.635,60.75,2439.5,18,684.7,167.4,60.75,89.3,410.34,8411.0,72.4,28.33
2026-01-02 00:00:00,UAV-02,166.91,1.684,60.41,2434.2,19,683.4,166.9,60.41,89.0,410.35,8584.0,72.0,28.26
2026-01-02 01:00:00,UAV-02,166.54,1.726,60.12,2429.8,19,682.3,166.5,60.12,88.7,410.36,8804.0,71.7,28.21
2026-01-02 02:00:00,UAV-02,167.45,1.682,60.47,2436.1,21,684.7,167.5,60.47,89.3,410.38,8585.0,72.3,28.28
