timestamp,machine_id,temperature,vibration,pressure,rpm,failure_within_days,coolant_temp,oil_pressure,engine_load,vehicle_speed,gear
2026-01-06 03:00:00,ENG-01,93.06,2.575,43.11,3008.5,18,93.1,43.11,48.6,65.1,4
2026-01-06 04:00:00,ENG-01,90.21,2.558,41.17,2938.7,21,90.2,41.17,48.3,45.9,3
2026-01-06 05:00:00,ENG-01,86.59,3.068,38.71,3004.0,20,86.6,38.71,56.4,21.6,1
2026-01-06 06:00:00,ENG-01,90.05,2.596,40.98,2943.4,18,90.1,40.98,48.8,44.5,2
2026-01-06 07:00:00,ENG-01,95.14,2.865,44.33,3132.3,19,95.1,44.33,53.1,78.2,4
2026-01-06 08:00:00,ENG-01,93.29,2.609,43.05,3016.1,21,93.3,43.05,48.9,65.7,4
2026-01-06 09:00:00,ENG-01,92.33,2.476,42.37,2954.9,22,92.3,42.37,46.7,59.1,3
2026-01-06 10:00:00,ENG-01,92.71,2.529,42.58,2977.1,22,92.7,42.58,47.5,61.4,3
2026-01-06 11:00:00,ENG-01,92.12,2.448,42.14,2939.3,21,92.1,42.14,46.2,57.3,3
2026-01-06 12:00:00,ENG-01,90.38,2.603,40.94,2943.6,18,90.4,40.94,48.6,45.5,3
2026-01-06 13:00:00,ENG-01,86.81,3.108,38.51,3008.1,21,86.8,38.51,56.7,21.5,1
2026-01-06 14:00:00,ENG-01,92.88,2.556,42.52,2982.6,17,92.9,42.52,47.8,61.8,3
2026-01-06 15:00:00,ENG-01,92.68,3.571,42.34,2968.7,18,102.7,42.34,47.3,60.3,3
2026-01-06 16:00:00,ENG-01,92.88,2.556,42.43,2979.7,21,92.9,42.43,47.7,61.4,3
2026-01-06 17:00:00,ENG-01,94.51,2.784,43.48,3080.3,17,94.5,43.48,51.3,72.1,4
2026-01-06 18:00:00,ENG-01,88.02,2.982,39.11,2991.4,17,88.0,39.11,54.4,28.6,2
2026-01-06 19:00:00,ENG-01,93.74,2.678,42.88,3029.3,18,93.7,42.88,49.5,66.6,4
2026-01-06 20:00:00,ENG-01,92.43,2.497,41.96,2946.6,17,92.4,41.96,46.5,57.6,3
2026-01-06 21:00:00,ENG-01,91.26,2.557,41.14,2936.7,18,91.3,41.14,47.5,49.7,3
2026-01-06 22:00:00,ENG-01,92.92,2.566,42.2,2974.4,19,92.9,42.2,47.6,60.5,3
2026-01-06 23:00:00,ENG-01,92.1,2.459,41.61,2923.8,21,92.1,41.61,45.8,54.8,3
2026-01-07 00:00:00,ENG-01,93.05,2.585,42.21,2980.1,20,93.1,42.21,47.8,61.0,3
2026-01-07 01:00:00,ENG-01,95.32,2.901,43.67,3119.7,20,95.3,43.67,52.8,75.9,4
2026-01-07 02:00:00,ENG-01,93.99,2.717,42.75,3035.9,18,94.0,42.75,49.8,66.9,4
2026-01-07 03:00:00,ENG-01,90.89,2.661,40.64,2949.3,21,90.9,40.64,48.8,46.0,3
2026-01-07 04:00:00,ENG-01,92.73,2.542,41.82,2954.5,18,92.7,41.82,46.9,58.1,3
2026-01-07 05:00:00,ENG-01,91.22,2.632,40.77,2945.3,20,91.2,40.77,48.3,47.9,3
2026-01-07 06:00:00,ENG-01,95.2,2.888,43.39,3106.0,21,95.2,43.39,52.3,74.2,4
2026-01-07 07:00:00,ENG-01,91.38,2.627,40.79,2944.5,19,91.4,40.79,48.1,48.5,3
2026-01-07 08:00:00,ENG-01,91.49,2.62,40.83,2943.4,20,91.5,40.83,47.9,49.1,3
2026-01-07 09:00:00,ENG-01,93.05,2.59,41.82,2967.8,18,93.0,41.82,47.4,59.3,3
2026-01-07 10:00:00,ENG-01,93.11,2.599,41.82,2970.4,17,93.1,41.82,47.5,59.5,3
2026-01-07 11:00:00,ENG-01,92.09,2.563,41.1,2935.7,17,92.1,41.1,46.9,52.5,3
2026-01-07 12:00:00,ENG-01,92.42,2.525,41.28,2930.8,19,92.4,41.28,46.2,54.5,3
2026-01-07 13:00:00,ENG-01,92.45,2.53,41.25,2931.4,17,92.4,41.25,46.3,54.5,3
2026-01-07 14:00:00,ENG-01,95.17,2.888,43.02,3093.6,21,95.2,43.02,52.0,72.5,4
2026-01-07 15:00:00,ENG-01,93.67,2.681,41.98,2999.0,19,93.7,41.98,48.6,62.3,3
2026-01-07 16:00:00,ENG-01,91.86,2.638,40.73,2944.8,19,91.9,40.73,47.9,50.0,3
2026-01-07 17:00:00,ENG-01,92.84,2.566,41.34,2944.4,20,92.8,41.34,46.7,56.3,3
2026-01-07 18:00:00,ENG-01,92.6,2.552,41.13,2933.6,19,92.6,41.13,46.4,54.5,3
2026-01-07 19:00:00,ENG-01,90.53,2.848,39.71,2971.4,18,90.5,39.71,51.1,40.6,2
2026-01-07 20:00:00,ENG-01,92.94,2.581,41.28,2946.6,21,92.9,41.28,46.8,56.4,3
2026-01-07 21:00:00,ENG-01,94.1,2.743,42.01,3017.6,18,94.1,42.01,49.3,64.0,4
2026-01-07 22:00:00,ENG-01,90.12,2.931,39.31,2981.7,18,90.1,39.31,52.3,37.2,2
2026-01-07 23:00:00,ENG-01,91.92,2.689,40.47,2950.5,21,91.9,40.47,48.4,49.1,3
2026-01-01 00:00:00,ENG-02,85.4,2.161,43.27,2902.2,26,85.4,43.27,47.8,37.7,2
2026-01-01 01:00:00,ENG-02,86.7,1.996,44.06,2880.9,24,86.7,44.06,45.1,46.0,3
2026-01-01 02:00:00,ENG-02,85.37,2.195,43.1,2906.2,24,85.4,43.1,48.2,36.8,2
2026-01-01 03:00:00,ENG-02,85.06,2.253,42.82,2913.3,21,85.1,42.82,49.0,34.4,2
2026-01-01 04:00:00,ENG-02,88.46,1.868,45.01,2875.7,22,88.5,45.01,42.8,56.8,3
2026-01-01 05:00:00,ENG-02,87.43,1.954,44.25,2874.7,25,87.4,44.25,44.1,49.5,3
2026-01-01 06:00:00,ENG-02,89.11,1.96,45.3,2911.3,23,89.1,45.3,44.1,60.4,3
2026-01-01 07:00:00,ENG-02,90.29,2.125,46.01,2982.7,21,90.3,46.01,46.6,68.0,4
2026-01-01 08:00:00,ENG-02,88.88,1.93,44.99,2892.3,24,88.9,44.99,43.4,58.2,3
2026-01-01 09:00:00,ENG-02,85.05,2.343,42.37,2923.7,21,85.1,42.37,50.0,32.3,2
2026-01-01 10:00:00,ENG-02,86.59,2.144,43.32,2898.1,23,86.6,43.32,46.7,42.3,2
2026-01-01 11:00:00,ENG-02,88.8,1.922,44.72,2880.8,24,88.8,44.72,43.1,56.7,3
2026-01-01 12:00:00,ENG-02,84.07,2.524,41.49,2946.3,23,84.1,41.49,52.6,24.8,1
2026-01-01 13:00:00,ENG-02,87.34,2.085,43.6,2889.9,22,87.3,43.6,45.5,46.3,3
2026-01-01 14:00:00,ENG-02,90.0,2.091,45.3,2948.3,22,90.0,45.3,45.5,63.7,4
2026-01-01 15:00:00,ENG-02,91.19,3.372,46.02,3019.9,22,99.2,46.02,48.1,71.3,4
2026-01-01 16:00:00,ENG-02,86.02,2.312,42.5,2918.3,23,86.0,42.5,48.9,36.5,2
2026-01-01 17:00:00,ENG-02,86.61,2.245,42.82,2909.6,24,86.6,42.82,47.7,40.1,2
2026-01-01 18:00:00,ENG-02,88.14,2.047,43.77,2884.0,22,88.1,43.77,44.5,50.0,3
2026-01-01 19:00:00,ENG-02,87.2,2.193,43.06,2902.6,22,87.2,43.06,46.7,43.3,2
2026-01-01 20:00:00,ENG-02,86.89,2.251,42.78,2909.8,20,86.9,42.78,47.6,40.9,2
2026-01-01 21:00:00,ENG-02,89.69,2.055,44.57,2913.0,22,89.7,44.57,44.4,59.3,3
2026-01-01 22:00:00,ENG-02,88.51,2.055,43.72,2884.2,24,88.5,43.72,44.3,51.1,3
2026-01-01 23:00:00,ENG-02,88.43,2.081,43.59,2887.4,22,88.4,43.59,44.6,50.3,3
2026-01-02 00:00:00,ENG-02,91.28,2.28,45.41,3005.5,20,91.3,45.41,47.7,68.9,4
2026-01-02 01:00:00,ENG-02,89.68,2.059,44.27,2903.6,22,89.7,44.27,44.1,57.9,3
2026-01-02 02:00:00,ENG-02,87.47,2.26,42.72,2909.6,24,87.5,42.72,47.2,42.8,2
2026-01-02 03:00:00,ENG-02,89.88,2.088,44.26,2911.1,23,89.9,44.26,44.4,58.6,3
2026-01-02 04:00:00,ENG-02,90.72,2.206,44.75,2961.4,22,90.7,44.75,46.2,63.9,4
2026-01-02 05:00:00,ENG-02,91.31,2.289,45.07,2995.9,24,91.3,45.07,47.5,67.5,4
2026-01-02 06:00:00,ENG-02,89.29,2.066,43.64,2884.0,21,89.3,43.64,43.8,53.6,3
2026-01-02 07:00:00,ENG-02,90.97,2.244,44.69,2970.2,22,91.0,44.69,46.6,64.5,4
2026-01-02 08:00:00,ENG-02,86.68,2.458,41.76,2933.8,24,86.7,41.76,49.9,35.6,2
2026-01-02 09:00:00,ENG-02,89.35,2.102,43.46,2888.1,23,89.3,43.46,44.2,53.0,3
2026-01-02 10:00:00,ENG-02,90.77,2.219,44.34,2950.9,22,90.8,44.34,45.9,62.2,3
2026-01-02 11:00:00,ENG-02,91.24,2.285,44.58,2977.8,24,91.2,44.58,46.9,65.0,4
2026-01-02 12:00:00,ENG-02,88.38,2.281,42.6,2910.3,23,88.4,42.6,46.8,45.6,3
2026-01-02 13:00:00,ENG-02,91.86,2.374,44.84,3011.9,22,91.9,44.84,48.2,68.5,4
2026-01-02 14:00:00,ENG-02,89.85,2.107,43.42,2887.7,24,89.8,43.42,43.8,54.7,3
2026-01-02 15:00:00,ENG-02,88.31,2.336,42.32,2916.8,20,88.3,42.32,47.4,44.1,2
2026-01-02 16:00:00,ENG-02,90.89,2.241,43.97,2944.3,22,90.9,43.97,45.8,61.0,3
2026-01-02 17:00:00,ENG-02,91.98,2.394,44.62,3010.2,20,92.0,44.62,48.2,67.9,4
2026-01-02 18:00:00,ENG-02,89.08,2.273,42.62,2908.1,21,89.1,42.62,46.1,48.3,3
2026-01-02 19:00:00,ENG-02,89.18,2.273,42.61,2908.0,23,89.2,42.61,46.1,48.6,3
2026-01-02 20:00:00,ENG-02,92.17,2.424,44.53,3015.3,23,92.2,44.53,48.4,68.2,4
2026-01-02 21:00:00,ENG-02,89.86,2.209,42.91,2899.4,23,89.9,42.91,44.9,52.5,3
2026-01-02 22:00:00,ENG-02,89.62,2.257,42.68,2905.4,19,89.6,42.68,45.6,50.5,3
2026-01-02 23:00:00,ENG-02,89.68,2.264,42.65,2906.0,19,89.7,42.65,45.6,50.6,3
2026-01-03 00:00:00,ENG-02,90.37,4.374,43.03,2895.4,23,100.5,43.03,44.2,54.9,3
2026-01-03 01:00:00,ENG-02,87.56,2.588,41.09,2947.1,19,87.6,41.09,50.6,35.8,2
2026-01-03 02:00:00,ENG-02,90.78,2.237,43.16,2915.0,23,90.8,43.16,44.9,57.0,3
2026-01-03 03:00:00,ENG-02,88.36,2.506,41.47,2936.2,22,88.4,41.47,49.1,40.5,2
2026-01-03 04:00:00,ENG-02,90.27,2.256,42.67,2904.1,19,90.3,42.67,45.1,52.9,3
2026-01-03 05:00:00,ENG-02,93.69,4.53,44.88,3089.1,20,106.2,44.88,51.2,75.4,4
2026-01-03 06:00:00,ENG-02,88.67,2.507,41.46,2935.8,19,88.7,41.46,48.9,41.6,2
2026-01-03 07:00:00,ENG-02,92.12,2.427,43.68,2986.8,20,92.1,43.68,47.6,64.2,4
2026-01-03 08:00:00,ENG-02,93.17,2.574,44.31,3049.7,19,93.2,44.31,49.8,70.9,4
2026-01-03 09:00:00,ENG-02,92.25,2.447,43.62,2990.3,21,92.2,43.62,47.7,64.4,4
2026-01-03 10:00:00,ENG-02,89.46,2.457,41.69,2928.5,23,89.5,41.69,47.8,45.5,3
2026-01-03 11:00:00,ENG-02,91.39,2.33,42.9,2932.3,18,91.4,42.9,45.7,58.0,3
2026-01-03 12:00:00,ENG-02,91.85,2.396,43.14,2958.9,18,91.9,43.14,46.6,60.8,3
2026-01-03 13:00:00,ENG-02,91.75,2.382,42.99,2950.0,19,91.7,42.99,46.3,59.8,3
2026-01-03 14:00:00,ENG-02,90.01,2.44,41.76,2925.5,20,90.0,41.76,47.2,47.9,3
2026-01-03 15:00:00,ENG-02,90.55,2.38,42.05,2917.7,18,90.6,42.05,46.1,51.1,3
2026-01-03 16:00:00,ENG-02,94.14,2.717,44.37,3092.1,20,94.1,44.37,51.5,74.7,4
2026-01-03 17:00:00,ENG-02,91.86,2.401,42.77,2947.6,21,91.9,42.77,46.3,59.1,3
2026-01-03 18:00:00,ENG-02,94.19,2.726,44.25,3090.6,21,94.2,44.25,51.4,74.4,4
2026-01-03 19:00:00,ENG-02,94.46,2.765,44.36,3105.2,19,94.5,44.36,52.0,75.9,4
2026-01-03 20:00:00,ENG-02,91.09,2.379,42.04,2916.6,21,91.1,42.04,45.7,53.0,3
2026-01-03 21:00:00,ENG-02,92.02,2.427,42.58,2948.4,20,92.0,42.58,46.4,58.9,3
2026-01-03 22:00:00,ENG-02,93.8,2.676,43.7,3057.3,19,93.8,43.7,50.3,70.5,4
2026-01-03 23:00:00,ENG-02,88.7,2.755,40.22,2964.1,20,88.7,40.22,51.5,36.1,2
2026-01-04 00:00:00,ENG-02,89.91,2.602,40.96,2944.3,21,89.9,40.96,49.0,43.9,2
2026-01-04 01:00:00,ENG-02,91.3,2.424,41.81,2921.3,21,91.3,41.81,46.0,52.8,3
2026-01-04 02:00:00,ENG-02,94.62,2.793,43.94,3098.8,18,94.6,43.94,51.9,74.6,4
2026-01-04 03:00:00,ENG-02,91.39,2.441,41.72,2923.1,19,91.4,41.72,46.1,52.7,3
2026-01-04 04:00:00,ENG-02,89.23,2.757,40.2,2963.3,19,89.2,40.2,51.1,38.0,2
2026-01-04 05:00:00,ENG-02,92.79,2.542,42.5,2978.1,21,92.8,42.5,47.6,61.4,3
2026-01-04 06:00:00,ENG-02,91.05,2.533,41.27,2934.4,18,91.0,41.27,47.4,49.4,3
