timestamp,machine_id,temperature,vibration,pressure,rpm,failure_within_days
2025-01-09T19:00:00,Machine 1,66.18,2.255,97.15,1772.2,28
2025-01-09T20:00:00,Machine 1,67.80,2.327,99.56,1788.2,29
2025-01-09T21:00:00,Machine 1,67.21,2.578,98.65,1782.1,27
2025-01-09T22:00:00,Machine 1,67.64,2.419,99.29,1786.3,30
2025-01-09T23:00:00,Machine 1,68.60,2.180,100.70,1795.7,29
2025-01-10T00:00:00,Machine 1,68.21,1.949,100.09,1791.6,26
2025-01-10T01:00:00,Machine 1,65.86,2.631,96.54,1767.9,28
2025-01-10T02:00:00,Machine 1,67.37,2.281,98.79,1782.8,29
2025-01-10T03:00:00,Machine 1,67.61,2.275,99.13,1785.1,27
2025-01-10T04:00:00,Machine 1,68.07,1.941,99.79,1789.4,27
2025-01-10T05:00:00,Machine 1,66.09,2.204,96.80,1769.5,29
2025-01-10T06:00:00,Machine 1,65.43,1.991,95.79,1762.7,30
2025-01-10T07:00:00,Machine 1,68.16,2.044,99.86,1789.8,28
2025-01-10T08:00:00,Machine 1,67.43,2.108,98.74,1782.3,29
2025-01-10T09:00:00,Machine 1,65.39,2.309,95.66,1761.7,28
2025-01-10T10:00:00,Machine 1,66.54,2.224,97.37,1773.0,30
2025-01-10T11:00:00,Machine 1,67.98,2.323,99.50,1787.2,27
2025-01-10T12:00:00,Machine 1,68.24,2.649,99.88,1789.7,30
2025-01-10T13:00:00,Machine 1,66.42,2.739,97.12,1771.2,27
2025-01-10T14:00:00,Machine 1,66.67,2.305,97.48,1773.6,26
2025-01-10T15:00:00,Machine 1,67.76,2.624,99.09,1784.3,27
2025-01-10T16:00:00,Machine 1,66.57,1.994,97.28,1772.2,27
2025-01-10T17:00:00,Machine 1,65.74,2.805,96.02,1763.8,28
2025-01-10T18:00:00,Machine 1,66.29,2.262,96.82,1769.0,30
2025-01-10T19:00:00,Machine 1,67.95,2.284,99.28,1785.4,27
2025-01-10T20:00:00,Machine 1,66.77,2.522,97.49,1773.4,28
2025-01-10T21:00:00,Machine 1,67.94,2.832,99.23,1785.0,30
2025-01-10T22:00:00,Machine 1,67.26,1.914,98.18,1778.0,26
2025-01-10T23:00:00,Machine 1,68.86,2.324,100.56,1793.8,27
2025-01-11T00:00:00,Machine 1,67.30,2.615,98.21,1778.0,28
2025-01-11T01:00:00,Machine 1,68.92,1.948,100.61,1794.0,26
2025-01-11T02:00:00,Machine 1,67.14,1.937,97.91,1776.0,26
2025-01-11T03:00:00,Machine 1,67.65,2.220,98.66,1780.9,29
2025-01-11T04:00:00,Machine 1,69.14,2.628,100.87,1795.7,28
2025-01-11T05:00:00,Machine 1,67.95,2.181,99.06,1783.5,26
2025-01-11T06:00:00,Machine 1,66.95,2.370,97.55,1773.4,27
2025-01-11T07:00:00,Machine 1,69.03,2.251,100.63,1793.9,27
2025-01-11T08:00:00,Machine 1,66.23,2.836,96.42,1765.8,26
2025-01-11T09:00:00,Machine 1,65.65,2.455,95.53,1759.8,28
2025-01-11T10:00:00,Machine 1,69.26,2.194,100.92,1795.7,28
2025-01-11T11:00:00,Machine 1,66.26,2.569,96.40,1765.6,26
2025-01-11T12:00:00,Machine 1,67.40,2.710,98.09,1776.8,26
2025-01-11T13:00:00,Machine 1,65.88,2.378,95.79,1761.4,28
2025-01-11T14:00:00,Machine 1,67.47,2.124,98.15,1777.1,27
2025-01-11T15:00:00,Machine 1,67.24,2.742,97.78,1774.6,28
2025-01-11T16:00:00,Machine 1,68.35,2.140,99.42,1785.5,29
2025-01-11T17:00:00,Machine 1,66.59,2.479,96.77,1767.7,26
2025-01-11T18:00:00,Machine 1,68.36,2.723,99.39,1785.2,29
2025-01-11T19:00:00,Machine 1,67.15,2.878,97.57,1773.0,29
2025-01-11T20:00:00,Machine 1,68.24,2.007,99.18,1783.7,29
2025-01-11T21:00:00,Machine 1,67.75,2.488,98.41,1778.5,30
2025-01-11T22:00:00,Machine 1,66.16,2.578,96.00,1762.4,28
2025-01-11T23:00:00,Machine 1,68.24,2.468,99.10,1783.1,27
2025-01-12T00:00:00,Machine 1,67.32,2.929,97.71,1773.7,28
2025-01-12T01:00:00,Machine 1,66.90,2.059,97.06,1769.4,30
2025-01-12T02:00:00,Machine 1,68.28,2.052,99.10,1782.9,30
2025-01-12T03:00:00,Machine 1,66.74,2.845,96.77,1767.4,29
2025-01-12T04:00:00,Machine 1,66.38,2.731,96.21,1763.5,28
2025-01-12T05:00:00,Machine 1,68.16,2.757,98.86,1781.2,29
2025-01-12T06:00:00,Machine 1,67.33,2.550,97.59,1772.7,26
2025-01-12T07:00:00,Machine 1,69.09,2.303,100.20,1790.1,27
2025-01-12T08:00:00,Machine 1,69.40,2.037,100.65,1793.0,27
2025-01-12T09:00:00,Machine 1,67.26,2.521,97.42,1771.4,30
2025-01-12T10:00:00,Machine 1,69.65,2.942,100.98,1795.1,27
2025-01-12T11:00:00,Machine 1,68.22,2.490,98.82,1780.7,29
2025-01-12T12:00:00,Machine 1,67.56,2.656,97.80,1773.9,26
2025-01-12T13:00:00,Machine 1,67.12,2.107,97.12,1769.2,29
2025-01-12T14:00:00,Machine 1,69.53,2.809,100.72,1793.2,29
2025-01-12T15:00:00,Machine 1,66.58,2.933,96.27,1763.5,26
2025-01-12T16:00:00,Machine 1,66.97,2.586,96.83,1767.2,28
2025-01-12T17:00:00,Machine 1,67.39,2.169,97.43,1771.2,27
2025-01-12T18:00:00,Machine 1,67.08,2.722,96.95,1767.9,29
2025-01-12T19:00:00,Machine 1,67.31,2.778,97.28,1770.1,29
2025-01-12T20:00:00,Machine 1,66.76,2.086,96.42,1764.3,28
2025-01-12T21:00:00,Machine 1,66.02,2.377,95.30,1756.8,29
2025-01-12T22:00:00,Machine 1,67.55,2.801,97.57,1771.9,28
2025-01-12T23:00:00,Machine 1,69.49,2.790,100.45,1791.1,26
2025-01-13T00:00:00,Machine 1,67.41,2.859,97.31,1770.1,29
2025-01-13T01:00:00,Machine 1,66.95,2.467,96.60,1765.3,28
2025-01-13T02:00:00,Machine 1,69.73,2.682,100.75,1792.9,27
2025-01-13T03:00:00,Machine 1,66.43,2.469,95.78,1759.8,27
2025-01-13T04:00:00,Machine 1,66.10,2.891,95.26,1756.2,26
2025-01-13T05:00:00,Machine 1,67.22,2.014,96.92,1767.2,28
2025-01-13T06:00:00,Machine 1,69.62,2.614,100.50,1791.1,29
2025-01-13T07:00:00,Machine 1,66.80,2.943,96.25,1762.7,28
2025-01-13T08:00:00,Machine 1,69.02,2.618,99.55,1784.7,30
2025-01-13T09:00:00,Machine 1,66.16,2.251,95.24,1755.9,29
2025-01-13T10:00:00,Machine 1,69.36,2.603,100.02,1787.7,29
2025-01-13T11:00:00,Machine 1,69.69,2.391,100.50,1790.9,29
2025-01-13T12:00:00,Machine 1,66.33,2.033,95.44,1757.1,27
2025-01-13T13:00:00,Machine 1,66.24,2.516,95.28,1756.0,29
2025-01-13T14:00:00,Machine 1,68.07,2.163,98.00,1774.1,28
2025-01-13T15:00:00,Machine 1,66.74,2.604,95.98,1760.6,29
2025-01-13T16:00:00,Machine 1,67.14,2.083,96.57,1764.4,27
2025-01-13T17:00:00,Machine 1,69.09,2.406,99.46,1783.7,28
2025-01-13T18:00:00,Machine 1,67.07,2.282,96.42,1763.4,26
2025-01-13T19:00:00,Machine 1,68.85,2.523,99.06,1780.9,28
2025-01-13T20:00:00,Machine 1,68.98,2.542,99.23,1782.1,28
2025-01-13T21:00:00,Machine 1,69.59,2.197,100.12,1787.9,27
2025-01-13T22:00:00,Machine 1,67.67,2.023,97.23,1768.6,28
2025-01-13T23:00:00,Machine 1,69.84,2.325,100.46,1790.1,26
2025-01-14T00:00:00,Machine 1,68.78,2.317,98.84,1779.3,27
2025-01-14T01:00:00,Machine 1,68.54,2.972,98.47,1776.7,29
2025-01-14T02:00:00,Machine 1,66.39,2.069,95.21,1755.0,28
2025-01-14T03:00:00,Machine 1,66.39,2.728,95.19,1754.8,28
2025-01-14T04:00:00,Machine 1,69.85,2.307,100.36,1789.2,28
2025-01-14T05:00:00,Machine 1,68.50,2.501,98.31,1775.5,29
2025-01-14T06:00:00,Machine 1,67.87,2.322,97.36,1769.1,27
2025-01-14T07:00:00,Machine 1,67.23,2.750,96.37,1762.5,29
2025-01-14T08:00:00,Machine 1,66.48,2.642,95.22,1754.8,28
2025-01-14T09:00:00,Machine 1,68.15,2.336,97.71,1771.3,27
2025-01-14T10:00:00,Machine 1,68.25,2.451,97.83,1772.1,27
2025-01-14T11:00:00,Machine 1,67.32,2.648,96.41,1762.6,26
2025-01-14T12:00:00,Machine 1,66.54,2.970,95.22,1754.6,28
2025-01-14T13:00:00,Machine 1,69.31,2.791,99.36,1782.2,26
2025-01-14T14:00:00,Machine 1,70.22,2.750,100.70,1791.1,26
2025-01-14T15:00:00,Machine 1,69.27,2.566,99.25,1781.4,28
2025-01-14T16:00:00,Machine 1,69.18,2.368,99.10,1780.3,26
2025-01-14T17:00:00,Machine 1,67.93,2.861,97.20,1767.7,29
2025-01-14T18:00:00,Machine 1,66.69,2.726,95.32,1755.0,27
2025-01-14T19:00:00,Machine 1,67.94,2.766,97.18,1767.4,27
2025-01-14T20:00:00,Machine 1,67.37,2.552,96.29,1761.5,29
2025-01-14T21:00:00,Machine 1,67.28,2.596,96.13,1760.3,26
2025-01-14T22:00:00,Machine 1,68.14,2.386,97.40,1768.8,26
2025-01-14T23:00:00,Machine 1,67.87,2.118,96.98,1765.9,26
2025-01-15T00:00:00,Machine 1,69.07,2.470,98.75,1777.7,25
2025-01-15T01:00:00,Machine 1,70.49,2.996,100.87,1791.7,26
2025-01-15T02:00:00,Machine 1,68.92,2.383,98.49,1775.9,29
2025-01-15T03:00:00,Machine 1,69.69,2.760,99.63,1783.4,25
2025-01-15T04:00:00,Machine 1,66.85,2.077,95.34,1754.8,26
2025-01-15T05:00:00,Machine 1,70.13,2.349,100.24,1787.4,27
2025-01-15T06:00:00,Machine 1,68.80,2.790,98.22,1773.9,29
2025-01-15T07:00:00,Machine 1,67.22,2.101,95.83,1757.9,29
2025-01-15T08:00:00,Machine 1,68.82,2.162,98.21,1773.7,28
2025-01-15T09:00:00,Machine 1,70.30,2.882,100.40,1788.3,27
2025-01-15T10:00:00,Machine 1,70.26,2.828,100.32,1787.7,28
2025-01-15T11:00:00,Machine 1,69.67,2.940,99.41,1781.6,29
2025-01-15T12:00:00,Machine 1,67.77,2.640,96.54,1762.4,26
2025-01-15T13:00:00,Machine 1,69.70,2.826,99.41,1781.5,27
2025-01-15T14:00:00,Machine 1,68.00,2.698,96.84,1764.3,27
2025-01-15T15:00:00,Machine 1,67.65,2.432,96.30,1760.7,29
2025-01-15T16:00:00,Machine 1,67.83,2.405,96.55,1762.3,26
2025-01-15T17:00:00,Machine 1,69.96,2.960,99.72,1783.4,28
2025-01-15T18:00:00,Machine 1,70.49,2.370,100.49,1788.5,28
2025-01-15T19:00:00,Machine 1,67.24,2.315,95.60,1755.9,27
2025-01-15T20:00:00,Machine 1,70.17,2.894,99.97,1785.0,28
2025-01-15T21:00:00,Machine 1,67.64,2.117,96.15,1759.5,28
2025-01-15T22:00:00,Machine 1,66.81,2.563,94.88,1751.0,26
2025-01-15T23:00:00,Machine 1,68.15,2.559,96.88,1764.2,28
2025-01-16T00:00:00,Machine 1,68.76,2.170,97.76,1770.1,27
2025-01-16T01:00:00,Machine 1,68.44,2.631,97.26,1766.7,27
2025-01-16T02:00:00,Machine 1,70.17,2.561,99.83,1783.8,29
2025-01-16T03:00:00,Machine 1,69.42,2.809,98.69,1776.2,27
2025-01-16T04:00:00,Machine 1,68.04,2.528,96.59,1762.1,27
2025-01-16T05:00:00,Machine 1,67.20,2.553,95.32,1753.6,26
